itemKey,title,ISBN,extra,date,creators
X492IQGW,Blablabla,,,"1985-00-00 1985","Lohr, Helmut"
XUWIVHZP,"Bla.""",,,"1980-00-00 1980","Hompson, Davi Det"
PUNB8RPC,BKMK,,,"1999-00-00 1999","Sackett, Colin"
9KPXUAEJ,Bizarre.,,,"1972-00-00 1972","Polke, Sigmar"
THJYRDRK,Bismarckzeit,"3-7927-0462-5 978-3-7927-0462-2",http://www.worldcat.org/oclc/222335646,"1979-00-00 1979","Darboven, Hanne; Honnef, Klaus; Kückels, Barbara; Kierblewsky, Gregor; Rheinisches Landesmuseum Bonn"
N5B9IHZW,"Birds Head Haggadah",,,"1998-00-00 1998","Weinstein, Joyce Ellen"
YC9QUQZ2,"Bird watching.",978-1-893125-47-6,,"2006-00-00 2006","Women's Studio Workshop; Minnesota Center for Book Arts; McCartney, Paula"
Z3TC8IEP,"Bird songs, heartbeats",91-85552-36-4,,"1980-00-00 1980","Weil, Susan"
76AZIVZK,"Binding ties",,,"1997-00-00 1997","Lorenz, Angela"
ZBIM95L9,Bilderbuch,,,"1957-00-00 1957","Roth, Dieter"
FD64WRST,"Bilderbuch (Gesammelte Werke, Band 1)",,,"1976-00-00 1976","Roth, Dieter"
CTU2MN64,"Bilder von Feldmann...",,"OCLC: 469669332","1971-00-00 1971","Feldmann, Hans-Peter"
YGIM7AIS,"Bilder von Feldmann.",,"OCLC: 77686628","1973-00-00 1973","Feldmann, Hans-Peter"
HDNFVAPX,"Bilder von Feldmann  1972-1974",,"OCLC: 469669315","1972-00-00 1972","Feldmann, Hans-Peter"
YHRU2TK3,"Bilder von Feldmann",,"OCLC: 68592393","1968-00-00 1968","Feldmann, Hans Peter"
BLGKLV2Q,"Bilder = pictures",,"ID: VCU_ALMA21391890150001101","1975-00-00 1975","Feldmann, Hans-Peter"
99UE4SYR,"Bicentenary texts",,,"1989-00-00 1989","Finlay, Ian Hamilton; Abrioux, Yves; 369 Gallery (Edinburgh)"
S3JJIFCA,"Bibliotheque visuelle",,,"1983-00-00 1983","Ricard, Daniele"
BV29DKAJ,"Bibliomania 2000/2001",978-0-9536765-1-4,"OCLC: 56622851","2002-00-00 2002","Morris, Simon"
CYIEPNIK,"Beyond the sixth extinction: a fifth millennium bestiary",,,"2007-00-00 2007","Sheehy, Shawn"
YAFYCEUW,"Beyond ""art for art's sake"": a propos mundus",,"Additional WorldCat records available","1973-00-00 1973","Stezaker, John"
EYI2PLYA,"Between the Wars",,,,"Bigus, Richard"
XVUAASG5,"Between the two",0-9523284-8-8,"1 v. : chiefly ill. ; 14 x 14 cm.
Additional WorldCat records available","1997-00-00 1997","Douglas, Helen"
KYESVQCR,"Between 12 noon and 2 pm.",,,"1996-00-00 1996","Frain, Rose"
Z2DC2Y33,"Better shape up",,"Additional WorldCat records available","1983-00-00 1983","Visual Studies Workshop; Rosen, Ann"
RS6AJG7T,"Betonbuch = Concrete book",,,"1971-00-00 1971","Vostell, Wolf"
WPXHPX42,Beside,,"Additional WorldCat records available","1976-00-00 1976","Downsbrough, Peter"
26JNJ9KL,"Berlin ; and, Phenomena",,"Additional WorldCat records available","1966-00-00 1966","Vostell, Wolf"
UAJ7QVYL,"Ben: la vérité de A à Z.",,,"1987-00-00 1987","Vautier, Ben; Galdin, Pierre-Jean; Sandback, Amy Baker"
843836H2,"Belmont 1967",,"OCLC: 4204777
Additional WorldCat records available","1977-00-00 1977","Barry, Robert"
Q7LWB83P,"being the letters / the parts of speech / The Pschopathology of Everyday Life",,,"1990-00-00 1990","McVarish, Emily"
TB7MEV86,"Being Antinova","0937122114 (pbk.) :",,"1983-00-00 1983","Antin, Eleanor"
BFCUKXKP,"Began 1967 Completed 1979 Terminated 1981 Forgotten Memory Bank File #49078PG",,,,"Elliot, Michelle"
Z7622I4K,"Bedtime Story I-Picture Book Hero",,,,"Lintault, M. Joan"
DQ5I9WLY,Bedrooms...,,,"1995-00-00 1995","McCarthy, Penny"
V7NGVCT9,Bebopoemas,,,"1983-00-00 1983",", Chac"
B233R382,Beauty.Chaos,,,"1999-00-00 1999","Davidoff, Susan; Penn, Beverly; Thiewes, Rachelle"
8TG7I2D9,"Beauties of today",,,"2010-00-00 2010","Cook, Julie"
TPFG8MVK,"Baucis and Philemon",,"Additional WorldCat entry: https://www.worldcat.org/title/baucis-and-philemon-from-ovids-metamophosis/oclc/55184162
Additional WorldCat records available","1996-00-00 1996","Morrison, Lois; Ovid"
S8SMIKI2,"Baton rond et bouffon nomme virgule",,,"0000-00-00 c1982","Lavater, Warja"
4ZFQRTLU,"Bands of color: one-, two-, three-, and four-part combinations of vertical, horizontal, and diagonal left and right bands of color, 1993 - 94",978-0-933856-58-5,,"1999-00-00 1999","LeWitt, Sol"
XJS8U8RI,"Banana yellow",,"Additional WorldCat records available","1991-00-00 1991","Ng, Katherine"
QQY7YRR2,"Balls: Sara City Workout Mania, King of Prussia, PA",,,"2004-00-00 2004","Fu, Colette"
TQXTQ9Z8,Balcons.,,"Additional WorldCat records available","1993-00-00 1993","Tyson, Matthew; Bicknell, Les; Imprints (Firm)"
9P33L5G8,"Bagne de Brest",,,"1981-00-00 1981-1982","Mir, Odile"
MMJLKSJK,"Back to back",,"Additional WorldCat records available","1980-00-00 1980","Stokes, Telfer"
Q3HW2ZAC,"Back to a Remembered Time",,,"1995-00-00 1995","Johnson, Paul"
KYEYSZ9G,"Back Ground",,,"1995-00-00 1995","Jamal, Ghada"
M9Y37IVH,"Back and forth: book number 108",,"Additional WorldCat records available","1985-00-00 1985","Smith, Keith A"
YZGKLJQ9,"Babycakes with weights",,"Additional WorldCat entry: https://www.worldcat.org/title/babycakes-with-weights/oclc/1072158543","1970-00-00 1970","Ruscha, Edward;"
L62HNVS4,"B-car : the story of Chris Burden's bicycle car",,"Additional WorldCat records available","1977-00-00 1977","Burden, Chris; Smith, Alexis"
GW9L7A6R,"B is for black: an abecedarium of black culture",,"OCLC: 299587184","2005-00-00 2005","Blount, Ben"
QKTQW8WP,"B 11226, fifty years of silence: Eugene Kellner's story",,,"1992-00-00 1992","Kellner, Tana; Kellner, Eugene"
8W2XRSF9,B,,"Additional WorldCat entry: https://www.worldcat.org/title/b/oclc/44129366
Additional WorldCat records available","2000-00-00 2000","Brooklyn Museum of Art; Pratt Institute"
MBHYI7QW,"Aux Grands",,,"1981-00-00 1981","Romanello, Anna"
NE3P2EMX,"Autumn poem",,,"1966-00-00 1966","Finlay, Ian Hamilton; Walker, Audrey"
W9SJCU7E,"Autobiography of a He-Man",,,"1977-00-00 1977","Schleber, Alexander; Verlaggalerie Leaman"
INCC7P5Y,"Autobiography #5: C(a[e[opening brace]I[closing brace]o]u)P",,"Additional WorldCat records available","2005-00-00 2005","McCarney, Scott"
BKGHTBYL,Autobiography,0-9605578-0-6,"Additional WorldCat records available","1980-00-00 1980","LeWitt, Sol"
EVX2HHQS,Autobiography,978-2-914291-16-3,"OCLC: 294997852","2006-00-00 2006","Barry, Robert"
3YQM4YN9,Autobiographies,"seq001|0930012410 (pbk.)","Additional WorldCat records available","1981-00-00 1981","Kostelanetz, Richard"
52YX5T94,"Auto (redundancy) book",,"OCLC: 17351839","1972-00-00 1972","Mayor, David"
GHRTD6JT,"Ausgewählte Texte: zitiert und kommentiert",,"OCLC: 312742760","1976-00-00 1976","Darboven, Hanne"
DB89L5FB,"Aunt Sallie's lament",,"OCLC: 18696605","1988-00-00 1988","Van Vliet, Claire; Janus Press; Janus Press Collection (Library of Congress); Kaufman, Margaret"
ERF7ZJTX,"August 29, 1994",978-92-0-095644-7,,"1997-00-00 1997","Jaar, Alfredo; Art Metropole"
JJZJWZFF,"Atta Troll nach Heinrich Heine in Zahlenworte (abgezÃ¤hlte Worte) wieder aufgeschrieben : Katalog der Ausstellung im Kunstmuseum Luzern vom 11 Mai bis 22 Juni 1972",,,"1975-00-00 1975","Darboven, Hanne"
BBZ4CE2I,"Atmosphere controlled book object",,,"0000-00-00 N.d.","Mogens, Otto Nelson"
NLS4GDCR,"Atlas of punctuation",1-893125-39-4,"Additional WorldCat records available","2004-00-00 2004","Neilson, Heidi"
MZKVHHZS,Atlas,978-1-933045-47-4,"OCLC: 85856072","2006-00-00 2006","Richter, Gerhard; Friedel, Helmut"
A2NAGQK8,"Atlante Geografico Riccardi.",,"OCLC: 469665414","1979-00-00 1979","Colaianni, Andrea"
SFDAWKGK,"At the beach","0-89822-055-6 978-0-89822-055-1","Additional WorldCat records available","1988-00-00 1988","Katz, Babette"
8U8LLIAS,Astrazione,,"Additional WorldCat records available","1968-00-00 1968","Parmiggiani, Claudio"
ZE86VKIT,"Astral projections: a polyfusion of media.",,"Additional WorldCat records available","0000-00-00 c1973","Gutstadt, Howard; Hughes, Mollie; Survival Arts Media"
7HU46GLD,"Asterione: (perciò nelle strade della notte...)",,"Additional WorldCat records available","1979-00-00 1979","Bartolini, Luciano; Ottenhausen Verlag"
97QKGZ62,Universum,,,"1969-00-00 1969","Nannucci, Maurizio"
E5HZEZMG,"Unnatural pebbles : with detached sentences on the pebble",,,"1981-00-00 1981","Finlay, Ian Hamilton"
TBN4EKCC,Unsigned.,,,"1995-00-00 1995","Finlay, Ian Hamilton; Paterson, David; Simig, Pia Maria"
G7XNCXQT,Untitled,,"ID: VCU_ALMA21375339260001101","1974-00-00 1974","Barry, Robert"
DWSXU43U,untitled,,,"1973-00-00 1973","Cousineau, Henri (aka Sylvan)"
Z2ND5U9P,Untitled,,,"1985-00-00 1985","Heimbach, Elmar; Tetenbaum, Barbara"
KCYFDXLI,untitled,,,"1976-00-00 1976","MacKenzie, Bill"
NVTSXWBD,Untitled,,,"2006-00-00 2006","Robin Price; Cheryl Jacobsen; Charles Simic"
TBBA6HSZ,untitled,,"[adhesive bound, student book. self-portrait, progressively obliterated plate, flip book]","1975-00-00 1975","Jenkins, Tom"
VW6SL2R8,Untitled,,,"1975-00-00 1975","Lyons, Joan"
ZPTIMWPD,Untitled,,"OCLC: 926736336","1973-00-00 1973","Visual Studies Workshop; Lyons, Joan"
CHGUNCRG,[Untitled],,,"1996-00-00 1996","Cuddihy, Mikey"
C9IIAKDV,Untitled,,,"1982-00-00 1982","Camier, Liliane"
JFNJ6GHC,untitled,,,"1974-00-00 1974","Kennard, John"
CE3B44RX,Untitled,,,,"Littlewood, Jill"
P3R7DJXY,untitled,,,"1987-00-00 1987","Bowes, Lisa"
58LVM8RA,untitled,,,"1976-00-00 1976","Coutellier, Francis"
3H5Q8M9X,untitled,,,"1973-00-00 1973","Lyons, Joan; Crandall, Robert; Littlefield, Kinney; Meyers, Lawrence; Miller, Ed; Spazansky, Michael"
AY7TEAHQ,Untitled,,,"1989-00-00 1989","Lovett, Ann"
C7DQK4YI,untitled,,,"1974-00-00 1974","Winer, Alan"
E4GV59HB,Untitled,,,"1973-00-00 1973","Swartz, Joel"
DVZJ4NRW,"untitled (1991-2000)",,,"1992-00-00 1992","Cauley, Stewart"
Z4HXY937,"untitled (airmail, par avion)",,,"1974-00-00 1974","Kichen, Rudolf"
FE5KH99V,"untitled (for Lisa)",,,"1992-00-00 1992","Dibert, Rita"
RARKDNLA,"untitled (France)",,,"1979-00-00 1979","Magnan, Nathalie"
MWNT6HVU,"Assemblage, environments & happenings.",,"Additional WorldCat records available","1966-00-00 1966","Kaprow, Allan; Kyōkai, Gutai Bijutsu; Lebel, Jean-Jacques"
EPV88NTB,"Ashes: The Effect of Fire on Paper",,,"1980-00-00 1980","Beube, Douglas"
RGZ5C6S6,"Ash in the Astral",,,"1975-00-00 1975","Zweig, Janet"
BN3BQXVP,"As to place--.",978-0-9602192-1-6,"OCLC: 7481759","1978-00-00 1978","Downsbrough, Peter"
RLZL49AA,"As no storm : or, The any port party",,"Additional WorldCat records available","1975-00-00 1975","Drucker, Johanna"
ZR84TFQZ,As,,,"1999-00-00 1999","Downsbrough, Peter"
MPFA4ILN,(As),,,"2003-00-00 2003","Downsbrough, Peter"
3UEFPDQP,"Artifacts: 11 Offset Lithographs",,,"1973-00-00 1973","Lyons, Joan"
PY7N3UG4,"Artifacts of Memory",,,"1999-00-00 1999","Gold, Susan"
4694824U,Artichoke,,,,"Melin, Shiere"
PVL8NFMV,Arte,,,"1974-00-00 1974","Chiari, Giuseppe"
9LYI3LE5,"Art, life, food: potluck recipes from Women's Studio Workshop.",,"Additional WorldCat records available","2009-00-00 2009","Women's Studio Workshop; Press Collection (Library of Congress); Kucera, Ellen"
JAX7836V,"Art on other planets",,,"1980-00-00 1980","Steinman, Steven I"
J93RAHYN,"Art Kollektiv: Präzenz : Programm Plastic n°1",,,"1978-00-00 1978","Hermann, Hans"
78H6IE4K,"Art investigations & 'problematics' since 1965",,"OCLC: 1994686
Additional WorldCat records available","1973-00-00 1973","Kosuth, Joseph"
67RGAFXK,"Art History Lessons",,,"2005-00-00 2005","Davidson, Laura"
AI75XFPJ,"Art history as art",,,"1982-00-00 1982-1983","Salboch, Sylagy"
L67ILKAY,"Art delinquency notes.",,"Additional WorldCat records available","1974-00-00 1974","Rickaby, Tony"
YAN3DA4U,"Art as social environment",,"[82] leaves ; 22 cm.
Additional WorldCat records available","1978-00-00 1978","Nannucci, Maurizio"
DP7TWX3X,"Art and social function: three projects","978-0-901539-42-7 0-901539-42-2","Additional WorldCat records available","1976-00-00 1976","Willats, Stephen"
ZTKCHSHJ,Art,,,"1976-00-00 1976","Coutellier, Francis"
STCHRGNN,Arrengement,,,"1993-00-00 1993","Janssens, Felix"
E8PD4T5J,Arplines,,"OCLC: 22121814
Additional WorldCat records available","1990-00-00 1990","Reese, Sandra Liddell; Reese, Harry; Artists' Books Collection (Library of Congress); Arp, Jean"
AVCA9AN3,Around,,"ID: VCU_ALMA21375297800001101","1978-00-00 1978","Downsbrough, Peter"
7JUGLSCH,"Argumentstellen: [1968 - 2003]",978-2-914291-17-0,"OCLC: 903218227","2003-00-00 2003","Vries, Herman de"
ZF3UJ73X,Arguments,"0-85998-001-4 978-0-85998-001-2 0-85998-000-6 978-0-85998-000-5","Additional WorldCat records available","1973-00-00 1973","Carrión, Ulises"
8932MBI3,"Arcs... a small portfolio red",,"Additional WorldCat records available",,"Richman, Julie"
IXR4AFDV,"Arcs, from corners & sides, circles, & grids and all their combinations.",,"Additional WorldCat records available","1972-00-00 1972","LeWitt, Sol; Bern, Kunsthalle"
VWUVP8J2,"Arcs and lines : all combinations of arcs from four corners, arcs from four sides, straight lines, not-straight lines, and broken lines : Sol LeWitt, 1974.",,"Additional WorldCat records available","1974-00-00 1974","LeWitt, Sol"
UI5TKFV9,"Archives mortes 2 A. 7. 80.",,,"1980-00-00 1980",Denmark
P3QPAA3C,Archives,978-2-86869-391-4,"OCLC: 28901810","1989-00-00 1989","Boltanski, Christian"
YFMC9E5C,"Archive of the Carnegie International, 1896-1991",978-0-88039-024-8,"OCLC: 25667593","1991-00-00 1991","Boltanski, Christian"
9ISTAJY9,"Architectural Bookwork III",,,"2000-00-00 2000","Begbie, Guy"
MD5PJQWM,"Architectural Bookwork II",,,"2000-00-00 2000","Begbie, Guy"
6UH6GGM4,"Architectural Bookwork I",,,"2000-00-00 2000","Begbie, Guy"
5FBM75GB,"Archeologie imaginaire de l'assimilation culturelle de soi",,,"1982-00-00 1982",", Omar"
C7MEVSQD,"Arcadian gliders",,"Additional WorldCat records available","1980-00-00 1980","Finlay, Ian Hamilton"
W8DUW554,Treasure,978-1-893125-59-9,,"2008-00-00 2008","Women's Studio Workshop; Baldwin, Katie"
L2F7ML6U,"Treating the Maze, an Artist's Book of Daze",0-89822-105-6,,"1993-00-00 1993","Workshop, Visual Studies; King, Susan"
57PIV478,"Tremlett: West Bengal.",,"OCLC: 921038946

Additional WorldCat records available","1989-00-00 1989","Tremlett, David"
ZLRLPZKY,"Tremors from the faultline","0-89822-053-X 978-0-89822-053-7",,"1989-00-00 1989","Kaida, Tamarra"
JZ8N58K3,Truisms,,,"0000-00-00 c1970","Holzer, Jenny"
D5N6LI8F,"Triangle segments",,,,"Schiavone, Joanne"
7JXCH7EE,"Truisms and essays",978-0-919616-22-6,,"1983-00-00 1983","Holzer, Jenny"
BWZZKEUB,Triangolario,,,"1981-00-00 1981","Rotta Loria, Claudio"
QMP3EZGR,"Trophies : 125 two-handed speedy drawings",,"Additional WorldCat records available","1979-00-00 1979","Roth, Dieter"
WN7PEYGD,Tropos,"0-929761-11-1 978-0-929761-11-4 0-929761-10-3 978-0-929761-10-7 0-929761-12-X 978-0-929761-12-1",,"1988-00-00 1988","Freeman, Brad; Osborn, Kevin; Claiborne, Gerald"
UH2ABL32,"Trudge Truths for Our Mother",,,,"Lederman, Stephanie Brody"
TF624GUB,"True patriot love (exhibition at the National Art Gallery, Ottawa) 1 July-8 August 1971.",,,"1971-00-00 1971","Weiland, J.; National Gallery of Canada"
KEPRW7EL,"True to Life",,"Title and publication information from portfolio box.; ""True to Life was written, illustrated, and designed by Julie Chen. It was letterpress printed using a combination of pressure plates, woodblocks, & photopolymer plates. It was assembled and bound at Flying Fish Press with expert assistance from Macy Chadwick. The image that appears on each page is one section of a long, continuous visual timeline that can never be viewed all at once. In an edition of 100 copies, this is number ... ""–Colophon.; Text ""block"" has 12 leaves of color plates that are manipulated by the reader.; Book made from 2 cloth-covered pieces fastened at the corners. The front is made of a plexiglas panel through which book pages are viewed. Along the sides of the book are numbered wooden levers corresponding to the page of the book to be revealed. Levers are slid, moving 7 panels on the page surface, overlaying one page upon the next, creating ""a patchwork narrative of events."" Each page contains images and text.","2004-00-00 2004","Chen, Julie; Chadwick, Macy"
4JXMDJNG,"Truly bone : poems",1-893125-01-7,"2 sheets : col. ill. ; 20 x 186 cm. folded to 20 x 19 cm.","1998-00-00 1998","Kunc, Karen; Raz, Hilda"
UAJB56LT,"Trunk pieces : New York, 1975",,,"1978-00-00 1978","Apple, Jacki"
ZI6PLQRW,"Tunesian curve / Italian curve",,"OCLC: 22149806","1979-00-00 1979","Cornelissen, Johan"
ADU5Y5A2,"Tunnel Map",,"A dioramic art work consisting of 9 interconnected discs with holes through which a colored seascape can be viewed when the discs are separated accordion-fashion. A colored world map is printed on portions of the discs.; Limited ed. of 150 copies.","1988-00-00 1988","Artists' Books Collection (Library of Congress); Barton, Carol June"
DRXZALEB,"Turn over darling--",,,"1990-00-00 1990","King, Ronald; Press, Circle"
8T6MJIAT,"Twelve Los Angeles corners (and nothing broken)",,,"2010-00-00 2010","Valesella, Marc"
PMY6EXTS,"Twelve works, 1979-1981",,,"1981-00-00 1981","Coracle Press; Long, Richard; Anthony d'Offay (Firm)"
GCA3QJ2N,"Twenty-five Years Ago",,,"1978-00-00 1978","Altamura, Mauro"
WSZILAFT,"Twenty-five years ago",,,"1998-00-00 1998","Lyons, Joan"
KKW5642N,"Twenty-four former filling stations",,,"2007-00-00 2007","Eye, Frank"
IEJQJ5JC,"Twenty-six '76",,,"1976-00-00 1976","Drucker, Johanna"
2C2QM2NK,"Twentynine palms",,,"1991-00-00 1991","Brouws, Jeff"
ZJXJVVSU,"Twentysix abandoned gasoline stations",,"""1000 copies printed in February, 1992 by Colorworks of Santa Barbara, California. This is copy no. 474.""","1992-00-00 1992","Ruscha, Edward; Brouws, Jeffrey T."
6M8HMITJ,"Twentysix abandoned gasoline stations",978-2-911136-06-1,,"2010-00-00 2010","Tabuchi, Eric"
6IUTY5FM,"Twentysix abandoned jackrabbit homesteads",,,"2010-00-00 2010","Stringfellow, Kim"
ZKXDH52E,"Twentysix beer steins and a bear",,,"2012-00-00 2012","Murphy, Brian"
7H6G5CW3,"Twentysix faith filling stations",,,"2011-00-00 2011","Guy, Daniel S."
I93G3XTP,"Twentysix gasoline cans",,,"2012-00-00 2012","Putrock, Joe"
WGXCFWP6,"Twentysix gasoline stations",,,"2003-00-00 2003","Lewis, Jonathan"
XHDIB9RD,"Twentysix gasoline stations",,"Includes bibliographical references (t.p. verso).; ID: VCU_ALMA21462884170001101","2009-00-00 2009","Pichler, Michalis"
QG2TFTIB,"Twentysix gasoline stations only",,,"2010-00-00 2010","Lažetić, Tanja;"
GPFBSRFX,"Twentysix gasoline stations, 2.0",978-0-9813263-0-6,,"2010-00-00 2010","Maranda, Michael"
STW7JCIF,"Twentysix Gasoline Stations, Every Building on the Sunset Strip, Thirtyfour Parking Lots, Nine Swimming Pools, A Few Palm Trees, No Small Fires",,,"2009-00-00 2009","Schmid, Joachim"
VH5MGEBA,"Twentysix gasoline stations.",,"Additional WorldCat entries available: 
https://www.worldcat.org/title/twentysix-gasoline-stations/oclc/1022576317

https://www.worldcat.org/title/twentysix-gasoline-stations/oclc/1135397526","1969-00-00 1969","Ruscha, Edward"
NXSHAY79,"Twentythree bankers blink",,,"2009-00-00 2009","Manz, Jochen"
L4N5BE3R,"Twilight horizons: a twenty day walking journey from Dumre to Leder in Mahang and back to Pokhara by way of Khudi : Nepal, early 1983",,,"1983-00-00 1983","Fulton, Hamish"
BPXKEBT4,"Twixt one (&) the other",,"ID: VCU_ALMA21380639570001101","1992-00-00 1992","Weiner, Lawrence"
8KJI86A7,"Two essays on art photography and semiotics",,,"1976-00-00 1976","Burgin, Victor"
GFGQSQZF,"Two garlands",,,"1986-00-00 1986","Clemente, Francesco"
4KDT2ELJ,"Two lines",,"OCLC: 81966794","1975-00-00 1975","Downsbrough, Peter"
4HPSKZWU,"Two lines, five sections",,,"1973-00-00 1973","Downsbrough, Peter"
ZEDQ8QII,"Two lines, two lines",,"OCLC: 2720482","1976-00-00 1976","Downsbrough, Peter"
Y8D6EEW2,"Two lines, three sections.",,"OCLC: 793113407","2009-00-00 2009","Downsbrough, Peter"
Z9FBQMKX,"Two lines, six sections",,"OCLC: 4282685","1973-00-00 1973","Downsbrough, Peter"
IBS8ARZ8,"Breaking free",978-0-9514261-0-4,,"1989-00-00 1989","Daniels, J"
6Q3X9UST,"Two lines, five sections",,"OCLC: 4280998","1975-00-00 1975","Downsbrough, Peter"
SALCIVG6,"Two lines: Titled 4.08.",,"OCLC: 884828998","2009-00-00 2009","Downsbrough, Peter"
BYIHRHF5,"Two lines: Untitled 4.08.",,"OCLC: 884829179","2009-00-00 2009","Downsbrough, Peter"
EHJXZLV8,"Two months, being the account of life as a prisoner of war",,,"2002-00-00 2002","Press Collection (Library of Congress); sailorBOYpress; Smith, Horace; Morin, Jeffrey W"
FUG57Z5H,"Brandenburger Tor Weltfrage = Brandenburg Gate universal question",0-87070-670-5,"Additional WorldCat records available","0000-00-00 c1982","Penck, Jorg Immendorff"
4W5TISKM,"Two of us: encounters","0-89822-097-1 978-0-89822-097-1",,"2007-00-00 2007","Tonnard, Elisabeth; Baudelaire, Charles"
4839UE47,"Two or three things I imagine about them",,"Additional WorldCat records available

Includes bibliographical references.; ID: VCU_ALMA21375236760001101","1992-00-00 1992","Jaar, Alfredo"
LQYREUN2,"Two Oxford reading rooms",1-870699-14-9,"Additional WorldCat Records Available

Title from title page in the middle of the book; there are special title pages for the consitutent works, which begin at either end, one reading vertically, the other horizontally.; ""'The (ethical) space of cabinets 7 & 8' and 'Say: I do not know' are texts which originally formed part of two installations by Joseph Kosuth, commissioned by Book Works as part of The Reading Room (1994). These texts play upon the relationship of Voltaire to the writing of John Locke, utilising and recontextualising material located in the respective libraries.""; ""The (ethical) space of cabinets 7 & 8"" was mounted in the Voltaire Room, Taylor Institution, Oxford University, ""Say: I do not know"" in the Divinity School, Bodleian Library.; ""Published in an edition of 1,000 copies as part of the Format series, with a special hardback edition of 250 signed and numbered copies.""–Colophon.; Includes list of Kosuth's artists' books and installations ""to provide a context in which these recent projects can be seen as part of a process of work which goes back nearly thirty years.""; Hay Star copy: From regular printing of 1000 copies.","1994-00-00 1994","Kosuth, Joseph"
ES7CH3RY,"Two parallel essays",,,"1970-00-00 1970","Graham, Dan"
3UT6MCSF,"Two pipes, fourteen locations",978-0-8150-0732-6,"OCLC: 7484991","1974-00-00 1974","Downsbrough, Peter"
QSKVI3ET,"Bra vs bra","0-89822-060-2 978-0-89822-060-5","Additional WorldCat records available","1989-00-00 1989","Sharpe, Leslie"
RVLUT9RZ,"Two Places",,,"1980-00-00 1980","Childs, Bruce"
V6FGNQCV,"Bozobook or clam calendar & book of ours",,"Additional WorldCat records available",,"Reese, Harry; Reese, Sandra"
6I3IP6W9,"Boy Bell's book of envelope interiors",,"Additional WorldCat records available","1993-00-00 1993","Van Horn, Erica"
5IRLFUTY,"Bourgeois de paris allant a ses affaires",,,"1982-00-00 1982","Angelini, Franca"
W8CEVX5V,Boundless,,"Additional WorldCat records available","1983-00-00 1983","Stairs, David"
ML7SNJPZ,Boundless,0-932526-93-4,"Additional WorldCat records available","1994-00-00 1994","Schneider, Uta; Stoltz, Ulrike"
EVVKH5YR,"Bound Inscriptions #2",,,,"Hagemeister-Winzenz, Karon"
M5M79K5V,"Bound and ready",978-1-882313-02-0,,"1993-00-00 1993","Knox, Kim"
DNAGR975,"Bound and knotted pages",,"Additional WorldCat records available","1980-00-00 1980","Lipke, Kathryn"
7KA43XWJ,"Born in a fire",,"OCLC: 79777921","1994-00-00 1994","Abrams, Joyce"
HUK6DAKK,"Two sheepdogs cross in and out of the passing shadows",,"Additional WorldCat records available","1971-00-00 1971","Long, Richard"
MM6LJDJW,"Two sides of the same street",,,"1998-00-00 1998","Farley, Kate"
WUIT2WFT,"Two stages on the northern route = Deux étapes sur la route du nord",978-0-901380-50-0,,"1985-00-00 1985","Circle Press; Press Collection (Library of Congress); White, Kenneth; Christsie, John"
R5QYK2ZU,"Two views.",,,"1993-00-00 1993","Cutts, Simon"
8FA7LQRF,"Typewriter poems",,,"1982-00-00 1982","Chopin, Henri; Galerie und Edition Hundertmark"
34WP5MFA,"Typings, 1974-1977","978-0-931428-36-4 978-0-931428-09-8",,"1979-00-00 1979","Knowles, Christopher"
74ZAJ3LD,"Typography in Printed Poetry",,,"1986-00-00 1986","Bowes, Lisa"
KB8J746N,"Tzantzas: un día para evi",,,"1962-00-00 1962","Katz, Leandro"
56HJD66J,Uampungo.,,,"1961-00-00 1961","Katz, Leandro; Rivas N; Pedro"
A4AUDUF5,"Über das Verhalten des allgemeinen zu oder gegenüber dem besonderen bzw des besonderen zu Order gegenüber dem allgemeinen: [ein Essay",,"OCLC: 61548688","1972-00-00 1972","Roth, Dieter"
CCA4RAQ5,Bookscape,,,"1986-00-00 1986","Drucker, Johanna"
85NGL49Z,"Books of contemplation","0-89822-083-1 978-0-89822-083-4",,"2003-00-00 2003","Iott, Anne S"
PXLQJ8XF,Bookcase,978-0-9523019-0-5,"Additional WorldCat records available","1994-00-00 1994","Jubb, Daniel"
JI4GP99I,"Book, 1980-1985",,"OCLC: 26956797","1986-00-00 1986","Antonakos, Stephen"
WL4PVBAB,"Book with leaves",,,"1995-00-00 1995","Dean, Tacita"
LNHWEVP8,"Book of war",,,"1982-00-00 1982","Firmin, Sarah"
HK7ZJNH3,"Book of Valentines",,"OCLC: 630133106","2007-00-00 2007","Langerman, Elaine"
2S9XPY6E,"Book of marks",,,"1985-00-00 1985","Tetenbaum, Barbara"
ZW723DS9,"Book of dust : the beginning and the end of time and thereafter",0-89822-057-2,"Additional WorldCat records available","1989-00-00 1989","Denes, Agnes"
GXDSNRAI,"Book of doom",,,"1984-00-00 1984","Zimmermann, Philip; Meador, Clifton"
XD8IGJWS,"Book number 205: behind the scenes",,,"2003-00-00 2003","Smith, Keith"
BG5HVZHR,"Book number 179",,http://www.worldcat.org/oclc/721081870,"1999-00-00 1999","Smith, Keith"
Q8AE9FRB,"Book Number 141",,,"1989-00-00 1989","Smith, Keith A"
4YCIDKP7,"Book in a Cage",,,"1981-00-00 1981","Gut, Elisabetta"
TD5PIJUA,"Book chess no. 1",,,"1999-00-00 1999","Saito, Takako; Buchgalerie Mergemeier"
