canonicalKey,canonicalLib,held,sourceKeys,title,date,publisher,place,ISBN,ISSN,language,numPages,edition,series,seriesNumber,callNumber,url,extra,shortTitle,creators
98F9NQNK,3,,3:98F9NQNK,The Ear Book,,,,,,,,,,,,[No Worldcat record found- 10/28/21],,,Sas Colby
HNT93X23,3,,3:HNT93X23; 2:EF7HVXQG,The elastic membrane,1979-00-00 1979,Circle Press,"Guildford, Surrey",,,,"2 v., [7] leaves of plates (including t.",,,,,,"Consists of Continuity Book and Note book (facsimile), loose title-page, plates (in folders) and The Practical, ""home-made computer"" wooden board with elastic membrane); In wooden box with plastic covers; ""Designed in collaboration with the artist and produced by Jack Shirreff, 107 Workshop""; Besides the title page, the leaves of plates consist of three photo etchings and three photo lithographs; Brown University Library copy (STAR): ""This is number 219 of a limited edition ... made up of 300 books, plus 35 Artist's proof copies, 10 copies I-X for Circle Press and five copies marked HC all signed by the artist ... [signed:] Michael Kidner""–T.p",,Michael Kidner; Jack Shirreff
XYFKF42P,3,,3:XYFKF42P; 2:SG635QPZ,The elastic membrane kit,1979-00-00 1979,Circle Press,"Guildford, Surrey",,,,"wood, plastic and paper) : ill. ; 34 x 44 x 3 cm. in case 36 x 45 x 8 cm. + 1 title page ; 1 continuity book (28 leaves of photo drawings : col. ill. ; 26 cm.) ; 1 note book (unpaged : col. ill., facsims. ; 21 cm.) ; 3 photo etchings (col. ; 34 (TRUNCATED)",,,,,,,,Michael Kidner
XU3QQGYY,3,,3:XU3QQGYY; 2:9SVSHAPI,The encyclopedia of Kurt Caviezel,2015-00-00 2015,Rorhof,"Bolzano, Italy",,,,,,,,,,ID: VCU_ALMA21465003160001101,,Kurt Caviezel
TBCPLXU3,3,,3:TBCPLXU3; 2:7VTKKKU4,The end,1978-00-00 1978,Visual Studies Workshop,"Rochester, NY",,,English,,,,,,http://www.worldcat.org/oclc/81125644,,,Anne Flaten Pixley
DDIH4MLG,3,,3:DDIH4MLG; 2:BBF3HBEA,The Endless Filmscript [drehbuch],1978-00-00 1978,,,,,,,,,,,[No WorldCat record found 5/8/20],,,Kay Hines
P2VY7UA7,3,true,3:P2VY7UA7; 2:3PC8TQUG; 1:QC27HBYQ; 1:ZJXPSGQQ,The epic love story of a warrior,2016-00-00 2016,SPBH Editions,"London, England",,,,,First edition.,,,,,,,Peter Puklus; Ilya Shambat; Marina Ivanova Tsevetaeva
ZVXYW3EH,3,,3:ZVXYW3EH; 2:3MG6CF3C,The epiphanies,1987-00-00 1987,Vincent Fitzgerald,New York,,,English,,,,,,http://www.worldcat.org/oclc/21335939,OCLC: 21335939,,James Joyce; Susan Weil; Marjorie Van Dyke; Vincent Fitz Gerald & Company
4A6F6QK6,3,,3:4A6F6QK6; 2:ETCCGTP3,The ergonomics of hand papermaking : or how to make paper without getting a sore back,2000-00-00 2000,Peter and Donna Thomas,"Santa Cruz, CA",,,,[10],3rd,,,,,,,Peter Thomas
U3IFYTPW,3,,3:U3IFYTPW; 2:MHKSHEPB,The erotic basis of being in the world,1984-00-00 1984,[s.n.],[s.l.],,,,16,,,,,,,,Keven Fitzgerald
9DAJEMHJ,3,true,3:9DAJEMHJ; 2:IMDMS5W4; 1:G4YIB67F,The exorcism of page thirteen,1993-00-00 1993,Gates of Heck,"Richmond, VA",0-9638129-1-2,,,,,,,,http://www.worldcat.org/oclc/832446727,,,Caryl Burtner
FE84PUT7,3,,3:FE84PUT7; 2:32NVQPSU,The experience of an Everson reading: recording on CD and transcript of the poetry reading,1998-00-00 1998,Robin Price,"Middletown, CT",978-0-924433-08-5,,English,,,,,,http://www.worldcat.org/oclc/40704237,OCLC: 40704237,The experience of an Everson reading,William Everson; Robin Price
Y5RUXGXN,1,true,1:Y5RUXGXN,The exquisite Lumbee,2011-00-00 2011,[Ashley Minner],[Baltimore],,,,,,,,N7433.4.M5595 E96 2011,https://catalog.lib.unc.edu/catalog/UNCb11165503,,,Ashley Minner; Sean Scheidt
GFJPT6UL,3,,3:GFJPT6UL; 2:C3AZ9RMC,The exquisite press,1995-00-00 1995,Barefoot Press,"Raleigh, NC",,,,,,,,,,1 v. : ill. ; 21 cm.,,A. collaborative exploration
RXUG5WSA,3,true,3:RXUG5WSA; 2:DHPA255I; 1:JC76F3TI,The Fae Richards photo archive,1996-00-00 1996,Artspace Books,San Francisco,0-9631095-8-8,,,,,,,,,,,Zoe Leonard; Cheryl Dunye
FNYI7I6U,3,,3:FNYI7I6U; 2:2VJTNZRM,The Faithless Wife,,,New York,,,,,,,,,[No WorldCat records found 5/8/20],,,Lorraine Bodger
V5XVCRM6,3,true,3:V5XVCRM6; 2:XCN76MMN; 1:9DKLBA8M,The fall,1976-00-00 1976,Printed Matter ; Printed by Capital City Press,"New York ; Montpelier, VT",0-89439-009-0,,,32,,,,,http://www.worldcat.org/oclc/4852959,"Text and illustrations (reproductions of stereopticon views of the Yosemite Valley Falls, chiefly by C.E. Watkins) on opposite pages

Additional WorldCat records available",,Michelle Stuart; Carleton E. Watkins
BMEZEK9W,3,,3:BMEZEK9W; 1:QU8B5MB4,The falls tracer: six pieces and five drawings,1970-00-00 1970,,,978-0-903231-01-5 978-0-903231-00-8,,English,,,,,,http://www.worldcat.org/oclc/16195854,OCLC: 16195854,The falls tracer,Glen Baxter
LL284JB4,3,,3:LL284JB4; 2:BEBEBWFS,The family game : lose just playing,0000-00-00 c2003,Naughty Dog Press,"Iowa City, IA",,,,[4],,,,,,,,Emily Martin
9M4MSDAN,3,true,3:9M4MSDAN; 2:Z9HQPQFH; 1:KVC8CGLL,The far country,2000-00-00 2000,Ketone Press,Philadelphia,,,,,,,,,,,,Carrie Galbraith; Borowsky Center for Publication Arts
BPHSNVFH,3,,3:BPHSNVFH; 2:5XIEQD4Q,The farmer's magic,,,"Santa Cruz, CA",,,,,,,,,http://www.worldcat.org/oclc/9473813,,,Peter Thomas; Donna Thomas
S6DS3FGE,3,,3:S6DS3FGE; 2:C8BH4AG8,The Fat I book,1970-00-00 1970,Poetry Newsletter,"Sacramento, CA",,,,,,,,,,Includes bibliographical references.; ID: VCU_ALMA21365173130001101,,Wally Depew
223XB7SC,3,,3:223XB7SC; 2:78F6KMQ2,The Final Nile Journey,1993-00-00 1993,,,,,,,,,,,[No 1993 WorldCat record found 5/8/20],,,Elsi Vassdal Ellis
4WPQVLYP,3,,3:4WPQVLYP; 2:MC3W94V4,The final results of psychoanalytic treatment,1991-00-00 1991,Pyramid Arts Center,"Rochester, NY",,,English,,,,,,http://www.worldcat.org/oclc/946780721,,,M. M. Lum
U6PIFRQQ,3,,3:U6PIFRQQ; 2:63XBJZIT,The first lecture by the Intermediary,1974-00-00 1974,Beau Geste Press,Cullompton,,,,,,,,,,ID: VCU_ALMA21382136830001101,,Victor Musgrave
XE4T9VS4,3,,3:XE4T9VS4; 2:QBZGXB3K,The First Rip-Off Show,1974-00-00 1974,Visual Studies Workshop,"Rochester, N.Y.",,,,,,,,,http://www.worldcat.org/oclc/1048597927,,,Michael Bishop; Lief Brush; Eileen Cowin; Stephen Cruise; Robert Fichter; Robert Heinekin; David Hlynsky; Scott Hyde; Syl Labrot; Joan Lyons; Cynthia Marsh; Bea Nettles; Tony Petracca; Sonia Landy Sheridan; Keith Smith; Harland Snodgrass; Michael Sowden; Joel Swartz; Charles Swedland; Todd Walker; Barbara Wilson; John Wood
DW5EQQDU,3,,3:DW5EQQDU; 2:C9A8H6QA,The first seven days: Genesis 1-2:3,1987-00-00 1987,Flying Fish Press,Berkeley,,,English,,,,,,http://www.worldcat.org/oclc/20611966,,The first seven days,Julie Chen
KENLP8J9,3,,3:KENLP8J9; 2:59HXKS2W,The Five cent scarlet ink book : 1,1970-00-00 1970,Poetry Newsletter,"Livermore, CA",,,,,,,,,,Includes bibliographical references.; ID: VCU_ALMA21397564570001101,,Wally Depew
NRRIEYUP,3,,3:NRRIEYUP; 2:2NM8XCVF,The Five cent scarlet ink book : 2,1970-00-00 1970,Poetry Newsletter,"Sacramento, CA",,,,,,,,,,Includes bibliographical references.; ID: VCU_ALMA21403158690001101,,Wally Depew
ZUEGSAL8,3,,3:ZUEGSAL8; 2:9A96ZWA4,The five cent scarlet ink. Book 3,1970-00-00 1970,Poetry Newsletter,"Sacremento, CA",,,,,,,,,,Includes bibliographical references (page 47).; ID: VCU_ALMA21403158870001101,,Wally Depew
LLL5IU6C,3,,3:LLL5IU6C; 2:K67UXGZ4,The flag project,2006-00-00 2006,Maureen Cummins,"High Falls, New York",,,,,,,,,,"""The Flag Project"" contains 26 silkscreened flags with Cummins' hand-written journals.; ""The prints were created by silkscreening multiple layers of color, text, and imagery onto sheets of handmade Thai Mulberry paper ... "" – Colophon; Issued in black linen covered clam-shell case.; Edition limited to 25 numbered copies ; each of 26 sheets are signed by the artist.; AZU has copy no. 8 of 25 copies.",,Maureen Cummins
9AXYH6VQ,3,,3:9AXYH6VQ; 2:EF99P2FW,The Flight Into Egypt,1985-00-00 1985,,,,,,,,,,,[No WorldCat record found 5/8/20],,,Timothy C. Ely
GN5NVLVN,3,,3:GN5NVLVN; 2:2C6TC6JC,The flight into Egypt : binding the book,0000-00-00 c1995,Chronicle Books,"San Francisco, CA",0-8118-0620-0 978-0-8118-0620-6,,,1 v. (unnumbered),,,,,,,,Timothy C. Ely
6MWNZC37,3,,3:6MWNZC37,The Flight of Mrs. Viola D. Pigeon,2003-00-00 2003,,"Santa Cruz, California",,,,,,,,,[No WorldCat records found 10/28/21],,,Jody Alexander
AGDCNHXH,3,true,3:AGDCNHXH; 2:IH72IUJV; 1:MZRDKDKZ,The font project,2006-00-00 2006,Fine Art Society,London,,,,,,,,,,,,Gavin Turk
UV3QGUM3,3,true,3:UV3QGUM3; 2:UEJU4IGN; 1:CUBVR2YD,The fortune teller,2002-00-00 2002,De Walden Press,"Malvern, England",,,,folded : ill. ; 3 x 7 cm. in sli,,,,,,,,Jan R. Kellett
LDWEQ2F5,3,,3:LDWEQ2F5; 2:R6SQNQB3,The four elements,2002-00-00 2002,Memory Press,"Plainsboro, NJ",,,,,,,,,,ID: VCU_ALMA21362232490001101,,Maria G. Pisano
N46SKSEF,3,,3:N46SKSEF; 2:2K7SU8BT,The four seasons,1983-00-00 1983,W.J. Press,"Dartmouth, MA",,,,[24],,,,,,,,Kurt Wisneski
4EJVUZL2,3,,3:4EJVUZL2; 2:477PWBJ6,"The Four suits: Benjamin Patterson, Philip Corner, Alison Knowles and Tomas Schmit",1965-00-00 1965,Something Else Press,New York,,,,192,,,,,,,,
2ISVSZBR,3,,3:2ISVSZBR; 2:7C7KQ6BV,The four temperaments: an animated sequence,1975-00-00 1975,Visual Studies Workshop,Rochester,,,English,,,,,,http://www.worldcat.org/oclc/2205443,,The four temperaments,Bonnie Gordon
DHXWIRL9,3,true,3:DHXWIRL9; 2:QK4P6GKK; 1:JLY4R37H,The fourth day : destruction of birds,1997-00-00 1997,PaceWildenstein,New York,,,,,,,,,,,The fourth day,Kiki Smith
R7FP7NXQ,3,,3:R7FP7NXQ; 2:HUSN4QUP,The fourth dimension,1996-00-00 1996,Book? Press : Nexus Press,"Atlanta, GA",,,,,,,,,,1 sheet : col. ill. ; 5 x 280 mm. folded to 5 x 7 mm.,,Berwyn Hung
I83QRK7U,3,,3:I83QRK7U; 2:A4M2XXCC,The frock,1999-00-00 1999,,,,,English,,,,,,http://www.worldcat.org/oclc/652980498,,,Douglas Holleley
7DB7PA62,3,,3:7DB7PA62; 2:FHDTXDDT,The front line of the sunday school movement/ Ben Davis,1975-00-00 1975,[s.n.],[s.l.],,,,,,,,,,1 v.; all ill.; 23 cm.,,Ben Davis
FVYL4JHV,3,,3:FVYL4JHV; 2:IZFNRQS2,The frozen exhibition,1972-00-00 1972,Vice-Versand,Remschied (Allemagne),,,English,,,,,,http://www.worldcat.org/oclc/421533339,OCLC: 421533339,,Robert Filliou
NV4VA5HT,3,,3:NV4VA5HT; 2:UX2ITZ3P,The fruit and vegetable book for children,1972-00-00 1972,,,,,,,,,,,[No WorldCat records available 5/8/20],,,Johanna Drucker
EF637QKX,3,,3:EF637QKX; 2:7KT9IBJF,The fruit and vegetable book for children,1973-00-00 1973,,,,,,,,,,,[No WorldCat record found 5/8/20],,,Johanna Drucker
FPYDYWT4,3,,3:FPYDYWT4; 2:IA7EB8Q7,The full moon,1978-00-00 1978,Visual Studies Workshop,"Rochester, NY",,,English,,,,,,http://www.worldcat.org/oclc/84607953,,,Joan Lyons
CGPVFQ7B,3,,3:CGPVFQ7B; 2:BHDXU2W9,The garden : original drawings and book designs,1993-00-00 1993,Carol Schwartzott,"Niagara Falls, NY",,,,1 sheet (22 unnumbered folded),,,,,,"text; unmediated; volume; Issued in a light green colored paper wrapper with an embossed floral design on the front cover; tied with a green ribbon. Text within a clear plastic case; Contains an accordion folded sheet printed on one side and attached to front and back of wrapper. On page three is a quote from from Gertrude Jekyll, ""Home and garden"", 1900; on page 22 is a quote from Thomas Reinhardt, landscape architect. The sheet is comprised of eight flower prints, illustrated and printed in brown, each with a cut-out page framing the print with the flower name printed below the frame. A small fern print and a small daffodil print is at the front and the end of the sheet. A quote from Gertrude Jekyll, ""Home and garden"", 1900 is on page three; quote by Thomas Reinhardt, Landscape Architect is on page 22; Issued in an edition of 500 copies; HAY STAR SMALL copy: On colophon in pencil manuscript: Signed by book artist; numbered ""27/500""; ""'95 2nd ed."" Lacks plastic case",,Carol Schwartzott; Gertrude Jekyll; Thomas A. Reinhardt
XPIY9MJK,3,,3:XPIY9MJK; 2:8XXJW85M,The garden : poems from the year we returned to Argentina,2005-00-00 2005,Transient Books,San Antonio de Arredondo Argentina,,,,,1st hardback,,,,,[23] leaves ; 31 x 16 cm.,,and bound Alex Appella
T664WWKP,3,,3:T664WWKP; 2:XQ7M5CG3,The Gardener,,,"Jersey City, NJ",,,,,,,,,[No WorldCat record found 5/8/20],,,Barbara Henry
VDX4AFFI,3,,3:VDX4AFFI; 2:V38BWQPH,The getting into the spirits cocktail book: from the 1984 Miss General Idea Pavillion,1980-00-00 1980,Distribution by Art Metropole,"Toronto, Canada",0-920956-09-2 978-0-920956-09-0,,English,,,,,,http://www.worldcat.org/oclc/950041384,Additional WorldCat records available,The getting into the spirits cocktail book,General Idea (Group)
HMLZTNQ3,3,,3:HMLZTNQ3; 2:KE5V9QW3,The Ghost Dance,,,"Portland, OR",,,,,,,,,[No WorldCat record found 5/8/20],,,Christine Bourdette
BKKGQ7Q9,3,,3:BKKGQ7Q9; 1:I69WQMMU,The gift,1992-00-00 1992,M. Gimblett,Place of publication not identified,,,English,,,,,,http://www.worldcat.org/oclc/81089729,OCLC: 81089729,,Max Gimblett
JBVIXH5A,3,,3:JBVIXH5A; 2:IHVSG9U8,The girl who did nearly nothing at all,1973-00-00 1973,,,,,,,,,,,[No WorldCat record found 5/8/20],,,Johanna Drucker
98NHHVP6,3,,3:98NHHVP6; 2:7FNSVW35,The glamour sisters : paper dolls,2000-00-00 2000,Pencilhead Press,San Francisco,,,,,,,,,,1 folded sheet ([6] leaves) : col. ill. ; 25 cm.,,Marcia Weisbrot
FRCF8DQN,3,,3:FRCF8DQN; 2:CDKHP3SS,The Glory of Scotland,0000-00-00 c1995,,United Kingdom,,,,,,,,,[No WorldCat record found 5/8/20.],,,David Ferry
WB2KSM29,3,,3:WB2KSM29; 2:N93ZFNAK,The gold church,2015-00-00 2015,Diagonal Press,New York?,,,,,,,,,,ID: VCU_ALMA21465003530001101,,Tauba Auerbach
39AR7DNL,3,,3:39AR7DNL; 2:UPVHSEX4,The golden beak,0000-00-00 c1998,Never mind the press,"Berkeley, CA",,,,,,,,,,1 folded sheet : ill. ; 8 x 8 cm.,,Alisa Golden
5MUJMHTL,3,,3:5MUJMHTL; 2:XCNTGT9N,The Golden Esophagus,2003-00-00 2003,,United States,,,,,,,,,[No WorldCat link found 5/8/20.],,,Emily Puthoff
DNDZBS66,3,,3:DNDZBS66; 2:Q54RE5XW,The golden moth illumination deck,2012-00-00 2012,Archaic Mess,"Richmond, VA",,,,,,,,,,ID: VCU_ALMA21458681410001101,,Aijung Kim
JEUYVPBN,3,,3:JEUYVPBN; 2:4V9SWPRG,The golden rule,2015-00-00 2015,Women's Studio Workshop,"Rosendale, NY",,,,,,,,,,ID: VCU_ALMA21465045130001101,,Ann E. Kalmbach
Y7JZYXH3,3,,3:Y7JZYXH3; 2:R6QCAA38,"The good will umbrella : exhibition John Weber Gallery, New York City, Jan 19-Feb 5",1977-00-00 1977?,John Weber Gallery,New York,,,,[22],,,,,,,,Hans Haacke
Y7SJHXS2,3,true,3:Y7SJHXS2; 2:X8E3NFBI; 1:2W3DHL2W,The grass is greener,2001-00-00 2001,JAB Books ; Nexus Press,"Charlottesville, VA ; Atlanta, GA",0-932526-87-X 978-0-932526-87-8,,,[46],,,,,,,,Brad Freeman
8QJGF2UG,3,,3:8QJGF2UG; 2:UIN6T76N,The great articulator,1979-00-00 1979,Allthumbs Press,"Sutter Creek, CA",,,,,,,,,,,,Gene B. Beery
8HTLFLYB,3,,3:8HTLFLYB; 2:843AEBIQ,The Great Wall,1991-00-00 1991,Shirley Sharoff,"Paris, France",,,French,,,,,,http://www.worldcat.org/oclc/70612713,,,Shirley Sharoff
A5FNJQB6,3,true,3:A5FNJQB6; 2:672ZBXSX; 1:6MI4RWSR,The Green of this notebook,2009-00-00 2009,Nazraeli Press,"Portland, OR",1-59005-246-3,,,,,,,,,,,John Divola
XV84PIPL,3,,3:XV84PIPL; 2:CZDU65S6,"The green, the red, the yellow, the black, and the white",1983-00-00 1983,Editions Lebeer Hossmann,Bruxelles Hambourg,,,"In English, French and German.",,,,,,http://www.worldcat.org/oclc/83440650,OCLC: 83440650,,George Brecht; Alison Knowles
2Z5RPW6Z,3,,3:2Z5RPW6Z,The Griffins Tale,1982-00-00 1982,,,,,,,,,,,[No Worldcat Record Found- 11/9/21],,,Sandra Jackman
YTCUNRZP,3,,3:YTCUNRZP; 2:67QFVPGG,The grown-up books,0000-00-00 c1984,Ex Press,"Vestal Center, NY",,,,,,,,,,4 v. ; 70-140 mm.,,Patricia Roberts
RQJQ7FCW,3,,3:RQJQ7FCW; 2:R5ZUQVV2,The gull book,1997-00-00 1997,Susan Hensel,"East Lansing, MI",,,,1 v. (unnumbered),,,,,,,,Susan Hensel
9CYT2PBI,3,,3:9CYT2PBI; 2:JX2W2BDP,The Gynecologist,1989-00-00 1989,Visual Studies Workshop Press,"Rochester, NY",0-89822-061-0 978-0-89822-061-2,,English,,,,,,http://www.worldcat.org/oclc/22459096,,,Joan Lyons; Visual Studies Workshop
NY3VDC6S,3,,3:NY3VDC6S; 2:UFIDT3B5,The Half-Muffled Clappers,0000-00-00 c1997,T. Kemplen,"Sheffield, England",,,,1 v. (unnumbered),,,,,,,,Tony Kemplen
LBKWXD7P,3,,3:LBKWXD7P; 2:TAERFM37,The half-year letters : an alphabet book,1983-00-00 1983,Circle Press,"Guildford, Surrey",0-901380-47-4,,,1 folded strip ([56],,,,,,,,designed Ronald King; Roy Fisher
HA9EG43L,3,,3:HA9EG43L; 2:97A4MFQT,The hammock book : tales of suspension on a planet in extreme crisis,2002-00-00 2002,Transient Books,"Icho Cruz, Argentina",,,,,,,,,,[17] leaves ; 15 x 21 cm.,,Alex Appella
BNZMZ2DN,3,,3:BNZMZ2DN,The hand correspondence,1991-00-00 1991,Never Mind the Press,Berkeley,,,English,,,,,,http://www.worldcat.org/oclc/24881727,OCLC: 24881727,,Alisa J Golden; Never Mind the Press (Firm)
QQ3KJW4V,3,,3:QQ3KJW4V; 2:RVACIRGZ,The handbook of practical geographies,2004-00-00 2004,Coffee House Press,"Minneapolis, MN",1-893125-30-0 978-1-893125-30-8,,English,,,,,,http://www.worldcat.org/oclc/62333901,,,Heather O'Hara; Coffee House Press; Women's Studio Workshop
IW67FN74,3,true,3:IW67FN74; 2:7T9EGUFI; 1:8EMCZ4RX,The Happersett accordion.,2001-00-00 2001,Purgatory Pie Press,New York,,,,,,,,,,,,Susan Happersett; Dikko Faust; Purgatory Pie Press; Esther K. Smith
HT5CHBGB,3,,3:HT5CHBGB; 2:DRFWQWF2,The hat he mistook for his wife,1993-00-00 1993,M Press,London,,,,,3rd ed..,,,,,ID: VCU_ALMA21380589240001101,,Mikey Georgeson
FZ7JJ4XY,3,,3:FZ7JJ4XY; 2:74UFDX5T,The hearing of open and shut case has been set at this Fluxcourt box,,[New York] : ReFlux [ca. 1970?],,,,,,,,,,,1 box : ill. ; 10 x 12 x 2 cm.,,plaintiff Ken Friedman
Q9SUZSQR,3,,3:Q9SUZSQR; 2:AKGRDPIT,The heart of a humument,1985-00-00 1985,Edition Hansjörg Mayer,Stuttgart,,,English,,,,,,http://www.worldcat.org/oclc/13704966,"OCLC: 13704966

Additional WorldCat records available",,Tom Phillips; W. H Mallock
ETBIGGKK,3,,3:ETBIGGKK,The Heart of the Birch Forest,2006-00-00 2006,,"Anchorage, Alaska",,,,,,,,,[No WorldCat records found 11/09/21],,,Artemis BonaDea
AURLVAWZ,3,,3:AURLVAWZ; 2:8DUMZI3N,The history of Jack the giant killer,1990-00-00 1990,Archwag Press,S.l.,,,,,,,,,,ID: VCU_ALMA21399454470001101,,Mikey Georgeson
W3EKINH7,3,,3:W3EKINH7; 2:DXBFSW3X,The Hoarder's Album Collection 1996-2003,2004-00-00 2004,,United Kingdom,,,,,,,,,[No WorldCat link found 5/8/20.],,,Aki Yoshimura
VSE7V3A7,3,,3:VSE7V3A7; 2:CBMKBBEI,"The Holocaust series, Selected/Processed/Cured, (Book XVIII)",1999-00-00 1999-2004,,New Jersey,,,English,,,,,,http://www.worldcat.org/oclc/71000274,,,Carol Rosen
JLL2BPLQ,3,,3:JLL2BPLQ; 2:6EMVIMMA,The holy book I,,,"Northridge, CA",,,,,,,,,[No WorldCat record found 5/8/20],,,Pamela Zwehl-Burke
FESIY7BN,3,,3:FESIY7BN; 2:IEZEVKW7,The homunculus : notebook 57,2004-00-00 2004,Damp Flat Books,"Brighton, England",,,,,3rd ed.,,,,,ID: VCU_ALMA21352215960001101,,Dr. Jackie Batey
6RUBH3EK,3,,3:6RUBH3EK; 2:WQBUG8GF,The horror story,1994-00-00 1994,Publisher not identified,Massachusetts?,,,,,,,,,,ID: VCU_ALMA21380554030001101,,J. Maslow
28LWGHHQ,3,,3:28LWGHHQ; 2:7BBIHNHV,The horsefetter,,[S.l. : s.n. ; New York : Distributed by Printed Matter 1979? Rochester N.Y. Visual Studies Workshop],,,,,21,,,,,,,,Eric Renner; drawings Laurie Klingensmith et al
ACUZ3QPW,3,,3:ACUZ3QPW; 2:6W27FNHN,The horsefetter,1979-00-00 1979,Visual Studies Workshop,"Rochester, NY?",,,English,21,,,,,http://www.worldcat.org/oclc/6275396,,,Eric Renner
Y2WM7XPK,3,,3:Y2WM7XPK; 2:7HMTQ375,The hosting of the Sidhe,1995-00-00 1995,Spoon Print Press,London,,,English,,,,,,http://www.worldcat.org/oclc/1062087614,,,W. B. Yeats; Linda Anne Landers
LERMWK9T,3,,3:LERMWK9T; 2:Z6DTKWTD,The hotel by the sea,1983-00-00 1983,Running Woman Press,Santa Fe,,,,,,,,,,ID: VCU_ALMA21404683930001101,,Paula Hocks
WZYU7TX9,3,,3:WZYU7TX9; 2:VN6VKNCT,The house that George built,2007-00-00 2007,Karen Hanmer,"Glenview, IL",,,,,,,,,,ID: VCU_ALMA21386066480001101,,Karen Hanmer
R8HRB5QP,3,,3:R8HRB5QP; 2:JE62HTG8,The house that Jack built : an illustration,1982-00-00 1982,J. Massey,Canada?,,,,,,,,,,ID: VCU_ALMA21347062940001101,,John Massey
MZ4LXABK,3,,3:MZ4LXABK; 2:56HTIQKR,The house with four walls,1991-00-00 1991,Women's Studio Workshop,"Rosendale, NY",,,English,,,,,,http://www.worldcat.org/oclc/47651929,,,Zarina; Lisa Kellogg; New York State Council on the Arts
QX7CAXPP,3,,3:QX7CAXPP; 2:AIISGS3F,"The human dilemma, part I: Glenda Hydler, February 1976",1978-00-00 1978,Visual Studies Workshop,"Rochester, N.Y.",,,English,,,,,,http://www.worldcat.org/oclc/7193624,,"The human dilemma, part I",Glenda Hydler
692S584Y,3,,3:692S584Y; 2:RRUPRHF7,The Hydari sequence : four variations from the Arabic,1974-00-00 1974,R. Bayes,"Laurinburg, NC",,,,,,,,,,ID: VCU_ALMA21386213790001101,,Ronald H. Bayes
QJ4TC2ID,1,true,1:QJ4TC2ID,The i of the storm,2018-00-00 2018,"[Brooklyn, New York] : [Booklyn Artists Alliance], [2018]",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb11465743,,,Marshall Weber
MGXIL22B,3,,3:MGXIL22B; 2:XFZ98NZR,The identical lunch,1973-00-00 1973,Nova Broadcast,"Barton, VT",,,,,,,,,,ID: VCU_ALMA21375337990001101,,Philip Corner
IRXHE5KW,3,true,3:IRXHE5KW; 2:WC7ZZJKJ; 1:AXTA2L4M,"The illustrated 6 from the top, or, You cannot have your cake and eat it too",1975-00-00 1975,Jungle Garden Press,"Berkeley, CA",,,,,,,,,,,,Carol Trantor
PUDSUGQT,3,,3:PUDSUGQT; 2:SJTGWCRD,"The imaginary blowtorch Poetry: Grace Nettles, images: Bea Nettles",,[N.p. 1973],,,,,1 v. (unnumbered),,,,,,,,Grace Nettles
MUXWJNV7,3,,3:MUXWJNV7; 2:A29EDKSX,The incomplete guide to milk & honey,1997-00-00 1997,Linda K. Johnson,"Athens, OH",,,,,,,,,,ID: VCU_ALMA21373730230001101,,Linda K. Johnson
HXJKNMVE,3,,3:HXJKNMVE; 2:MV9NDNBS,The incomplete thombu,2011-00-00 2011,Raking Leaves,London,9780955667459 (unbound); 0955667453 (unbound),,,[320],,,,,http://www.worldcat.org/oclc/794812399,"text; unmediated; volume; Title from card cover; ""An unexpected yet poignant artist's book, commenting on the tragic civil war in Sri Lanka from 1983-2009. A ""thombu"" is a Dutch term for a public land registry. This beautifully designed project records the displacement of Tamil people in an achingly personal way: each entry is a simple floor plan, drawn from memory by a displaced Tamil-speaking citizen. A vellum overlay with an architect's crisp drawing makes the lost home ""real"" in yet another way. Drawings are accompanied by the name of the person who lost their home, their profession, and a brief interview, telling the story of the upheaval and the memories they took with them. The maps vividly reveal what was lost in a conflict that lasted more than 30 years. A moving example of how art and politics can intersect.""–Publisher's Web site; ""Offset lithography on 80gsm creamy bulky woodfree and 73gsm tracing paper card cover with gatefold front and back.""–Publisher's Web site",,Sanathanan; Sharmini Pereira
NYK56MLE,3,,3:NYK56MLE; 2:ZSR5RH6I,The incredible case of the stack o'wheats murders : a limited edition folio,,[Buffalo N.Y.] : [Les Krims] 1972.,,,,,[10] leaves of,,,,,,,,Les Krims
XSY4V74I,3,,3:XSY4V74I; 2:AJKTZHEM,The incredible servant and the master of the unknown,1991-00-00 1991,R. Bloch,"Minneapolis, MN (700 Washington Ave., N., #413, Minneapolis, 55401)]",,,,,,,,,,ID: VCU_ALMA21364052990001101,,Ricardo Bloch
PBDUAC8I,3,true,3:PBDUAC8I; 2:GGVA62TN; 1:EJGSE7FM,The index,2006-00-00 2006,Big Jump Press,"Tuscaloosa, AL",,,,,,,,,http://www.worldcat.org/oclc/137273225,,,Sarah Bryant
