abcItemKey,citedItemKey,method,confidence,review,abcTitle,citedTitle
85RVKHNR,,none,0.000,,Last day in Kas,
RJYCBIDD,,none,0.000,,"13 books : (notes on the design, construction & marketing of my last--)",
F2T7BGC6,,none,0.000,,9th street run down,
H9RXTD3X,G6XSHFBY,title,0.950,,The practical speller : a manual of instruction in the rudiments of the English language,The practical speller : a manual of instruction in the rudiments of the English language
5FKYPUSB,,none,0.000,,Turbulence : a log book,
JLY4R37H,,none,0.000,,The fourth day : destruction of birds,
8H8K53XS,,none,0.000,,How to touch what,
L9UBUAFB,,none,0.000,,A tourist map to Japan : major air routes in Japan : voyage(r),
QE8MHPH6,,none,0.000,,Codex espangliensis : from Columbus to the border patrol,
2LMUF9JJ,226R6HJK,title,0.950,,Far horizons,Far horizons
TU7RXM6C,,none,0.000,,Thorn upon the rose : notes from Ireland,
AWBGV5XQ,,none,0.000,,You are what you see : a trilogy of books based on the library of Mary Hambidge,
WT3LJVAP,QTQAU3DB,title,0.950,,Double game,Double game
UBM3NK7Q,ZLF4BX44,title,0.950,,This is not America either,This is not America either
HUA9ZMZN,ZWNW6KQR,title,0.950,,Ozone alert,Ozone alert
LJK2WTQ2,,none,0.000,,Memory lapse,
LJRAQL55,,none,0.000,,The Nazis,
8HI9LLCQ,6WGTDZ7D,title,0.950,,To a fragmented world-- a poetics = a un mundo fragmentado-- una poética,To a fragmented world-- a poetics = a un mundo fragmentado-- una poética
GZPMY28X,,none,0.000,,Knowledge of the world,
RCB8SFZ7,,none,0.000,,Line form color,
FEUU4JSU,,none,0.000,,Dinosaurs,
G4CPAXVL,WSZILAFT,title,0.950,,Twenty-five years ago,Twenty-five years ago
E7Z5PCLC,,none,0.000,,"I want to spend the rest of my life everywhere, with everyone, one to one, always, forever, now",
JC76F3TI,,none,0.000,,The Fae Richards photo archive,
TPYQ6DEA,MVTLPZ9Q,title,0.950,,Diplomatic passport : United States of America.,Diplomatic passport : United States of America.
VP527ARM,,none,0.000,,"Danny, the last African American in the 22nd century",
VSQKW4BW,FGI58BRN,isbn,1.000,,My mother's book,My mother's book
ZSX4EAAX,V2JCB6GV,title,0.950,,Tender tearful spaces,Tender tearful spaces
C9TSNWCL,ISTV64ZP,isbn,1.000,,Treading the maze : an artist's book of daze,Treading the maze : an artist's book of daze
QA3AAH6T,X79CB8BP,isbn,1.000,,High tension : Montage '93,High tension : Montage '93
UL9CIKQK,B8V3DBT6,isbn,1.000,,Mother-son talk,Mother-son talk
XSIHYN76,3ZUC8TKN,isbn,1.000,,The weight of the body,The weight of the body
H22JJDE8,XYWFSLL2,isbn,1.000,,The position of the author,The position of the author
H386I5HW,ZW723DS9,isbn,1.000,,Book of dust : the beginning and the end of time and thereafter,Book of dust : the beginning and the end of time and thereafter
JGCRV4IQ,,none,0.000,,Flag book : interaction towards a better world,
7WDYBE98,,none,0.000,,Valentine for Mr. Wonderful,
HWY669W3,,none,0.000,,The Art/Life Institute handbook,
J9UDTQC5,,none,0.000,,Some stories of sainthood and propagation,
295QKGDP,,none,0.000,,Chelm : stories and scenes,
RMIU5AMJ,,none,0.000,,Looking.,
YDQWE48C,IU8B4XC2,title,0.950,,A nuclear atlas,A nuclear atlas
3RHMW5DG,,none,0.000,,Inviolable habits,
CFVQRN6Y,,none,0.000,,Illustrations of power,
CBUYF3ST,,none,0.000,,El muro = The wall,
52F84BLP,HT8PJRIS,title,0.950,,Family,Family
IJHA2CGX,,none,0.000,,DNA collector book : live [sic] can damage your health,
DNVLI4KM,C35V4GE9,title,0.950,,Ten isometric drawings for ten vertical constructions,Ten isometric drawings for ten vertical constructions
YTGTDPVI,,none,0.000,,Coming and going : (a life-like dismissal),
X8ZYSC4C,,none,0.000,,"Art and life, or, Fairies have their place",
6KM93CC7,,none,0.000,,Give & take : (push and shove),
B4BBDBEF,NQEINM55,title,0.950,,"Pistol, pistil : botanical ballistics","Pistol, pistil : botanical ballistics"
KNRYI9SX,,none,0.000,,Libro volante,
R2WFIG9R,,none,0.000,,Sol y carne,
2RFFS5BN,,none,0.000,,Arbitra,
EINUFS77,,none,0.000,,Dibujo,
QLZ9P6ZW,,none,0.000,,Piel de raso,
LIXLYRH2,,none,0.000,,Flight textile book two,
VLALFDAI,,none,0.000,,Poética involuntaria,
B86F5TBB,,none,0.000,,Tarot del tiempo,
PJMWULKA,,none,0.000,,Síndrome de Diógenes,
7ZETKSU7,,none,0.000,,Saca la cabeza y respira,
437HJJRW,,none,0.000,,"En tierra, hilando vientos",
LKBCYY6R,,none,0.000,,Pequeñas cosas vuelven a ser insignificantes,
35RT26RN,,none,0.000,,051272,
UK9QJXB3,,none,0.000,,Wild girls redux : an operator's manual,
VLKEXY4L,,none,0.000,,Drowning.,
4MY6QF9D,,none,0.000,,The plan,
BNX4NZCG,,none,0.000,,Escenario múltiple,
EZXJR27I,,none,0.000,,Problemas,
DL7BFHHU,,none,0.000,,Doble faz,
3475W58I,QX4XK7CB,fuzzy,0.844,yes,Googled English frontier deedbook,Googled English frontier star
3YQT4G2T,,none,0.000,,An atlas of radical cartography,
NHG3LVCB,WQ458CVM,title,0.950,,Time outs,Time outs
4RPSYI95,9EYQ75JU,fuzzy,0.721,yes,When I was two,When I was two: Book Number 68
Z8XTQ87C,,none,0.000,,La veritat sobre el cas Manbaa Mokfhi = la verdad sobre el caso Manbaa Mokfhi = toute la vérité sur le cas Manbaa Mokfhi =the truth about the case of Manbaa Mokfhi,
N6DJXKFQ,,none,0.000,,Vox : arte + literatura y otros chicardelos. 10.,
GR63RUQT,,none,0.000,,Los signos del zodiaco : doce textos,
YTMMPSV5,,none,0.000,,The story of o.,
3R472YV3,,none,0.000,,La princesa,
MYI3QKVP,,none,0.000,,Retrospective,
S7EVKLCE,,none,0.000,,Take care of yourself,
Y674F2JV,,none,0.000,,Paula Rae Gibson (fear I know not) I'll always walk away,
54B9KKC3,,none,0.000,,The king of things = El rey de las cosas,
PGMABZSS,,none,0.000,,Corners,
Z5P73KIC,,none,0.000,,Mirage,
3L36U9YX,3QXLXM2L,title,0.950,,Memory loss,Memory loss
NYLUKXKE,,none,0.000,,Complexities,
2XLRZGND,,none,0.000,,Grace's daughter,
DXHKFESU,,none,0.000,,Knights of Assisi : a journey through the tarot,
F95AQ7S7,,none,0.000,,Bad,
NMGRZ6LM,,none,0.000,,(Blu)est-reak,
L7W2PX87,,none,0.000,,Kem dreams while Russia sleeps,
6STZMJ5M,,none,0.000,,My constant companion,
5IMTCWXD,,none,0.000,,Seasonal turns : four accordion books,
24ICFDNJ,,none,0.000,,Mountain dream tarot : a deck of 78 photographic cards,
W2E83SS4,,none,0.000,,Turning fifty,
5HEDP9TN,,none,0.000,,Flamingo in the dark : images,
4XLAVPFT,,none,0.000,,Implementing architecture : exposing the paradigm surrounding the implements and the implementation of architecture,
D9VQPSUU,,none,0.000,,Bobby : book nr. 100,
4GLWNBHH,,none,0.000,,"15. Juni 1999/July 27, 1999 : Love letter to Gutenberg",
NJKS5QK2,,none,0.000,,Bitter fruit -- Harvest of war,
Z7E9RQD8,,none,0.000,,Analemmic : an equation of time,
P3N2IHVX,3VINCA44,title,0.950,,Otherspace : Martian ty/opography,Otherspace : martian ty/opography
S3PRV2XI,,none,0.000,,The circular ruins,
HZ3BJGBQ,,none,0.000,,Por la mañana ; Por la noche ; Por la tarde,
DP5Q7J4G,,none,0.000,,Nineteen nights in San Francisco,
7A67JC4V,,none,0.000,,Diminuto cielo : itinerario bio-gráfico obsesivo a partir de las frases y los dibujos acumulados,
Q9FVYBSE,,none,0.000,,Groar! : (14 poemas-fósforo),
GAD4GLLL,,none,0.000,,Si fueras--,
FGQXA465,,none,0.000,,Paulette me había dejado una nota en el buzón,
Q5394CDI,,none,0.000,,"Así se baila el tango, 1942",
5H8TMN3T,,none,0.000,,Pedro y el lobo,
7P6ZWQRP,,none,0.000,,Guía práctica de las mariposas,
RTHTYZE9,,none,0.000,,Mi niña veneno en el jardin de las baladas del recuerdo : (2000-1996),
8BGI24VU,,none,0.000,,Tourist / refugee.,
6QD6LFLP,,none,0.000,,Pirozzi : un invento argentino.,
LAIFRBQW,,none,0.000,,The lottery project,
56FFTVRF,,none,0.000,,Rejunte,
MLG6XYC2,,none,0.000,,Sobre diseño,
YCJVW6Y6,,none,0.000,,Bestiario búlgaro,
U6KEP6KP,,none,0.000,,Siesta argentina,
S42V8EBK,,none,0.000,,Caído del cielo,
D4Q7IQKJ,,none,0.000,,Mondao corp. ediciones.,
NXFZ7UE4,,none,0.000,,Adán,
ATWH79ZN,,none,0.000,,¡Ten el corazón contento!,
CLACMR53,,none,0.000,,"El cuello de tres picos, dos patos y pico ; La mesa está servida : ¿nos sentamos a la mesa? ; El desnudo entre tanto se mantiene ; Las visiones del hornero el cielo, alas",
XPS4S9DR,,none,0.000,,Buenos Aires,
97A37L43,,none,0.000,,Itinerario,
5XFCZ3TR,2FMAJ6SK,title,0.950,,Lucha por la vida = Struggle for life,Lucha por la vida = Struggle for life
GWDGSS4R,,none,0.000,,La noche y otros cuentos,
AJE8UGW7,,none,0.000,,"Versos sencillos, IX : (La niña de Guatemala)",
YUIPWEIK,,none,0.000,,Baja presión,
2I97YIIG,,none,0.000,,Inventario : (fragmento),
5JVN6K8F,,none,0.000,,Serie anomalías,
MFL3UL5M,,none,0.000,,"""El joven aprendiz de pintor"" de Joaquín Sabina",
NI3UZLKS,,none,0.000,,Lotería fotográfica mexicana : cantada con refranes y coplas de la lírica popular,
F7ZVT286,,none,0.000,,Fragile kingdom.,
X4EF7EBQ,,none,0.000,,La vereda del corazón quieto,
C3KU9PZ5,,none,0.000,,Unravelling the ripple,
LTJ67PKM,,none,0.000,,"LV ""una vida ejemplar""",
WJI3MS2X,P3T4YANB,title,0.950,,Rex reason,Rex reason
XSZNK8DL,,none,0.000,,Make everything new : a project on communism,
7MFURWM7,HFL33QJH,title,0.950,,It wasn't Little Rock,It wasn't Little Rock
6M5DVI7W,RN5DUW7Z,title,0.950,,Shadowed memory,Shadowed memory
L8L2D7EQ,D5FZLMPX,title,0.950,,Mother sun,Mother sun
JTI6FSV8,VVVDQ639,title,0.950,,In the event anyone disappears,In the event anyone disappears
R47BWPEK,FVWFHLNT,title,0.950,,Diary of images : it's still time to mourn,Diary of images : it's still time to mourn
G4T6UY2M,,none,0.000,,Gray's brain,
L3TS5FQB,,none,0.000,,The mission,
3BQCQGHP,,none,0.000,,Das Lamm,
EJGSE7FM,PBDUAC8I,title,0.950,,The index,The index
QQE5ACCC,,none,0.000,,Trawling my North Shore mind,
8S2NDJKF,,none,0.000,,Hours,
7X2BWWRD,,none,0.000,,The jumblies,
77LCCKPR,,none,0.000,,A reminder : an open book test,
RQWLU7RY,,none,0.000,,Shedding light,
FXNAD3KQ,,none,0.000,,Flip read,
NLPJCCNA,9T8UFUH5,title,0.950,,Soap story : an artist's book,Soap story : an artist's book
VLVKFL26,,none,0.000,,Lissen here!,
78ATIMKR,,none,0.000,,Ponderance,
GGCQLDFC,,none,0.000,,Love,
9LQCEIZA,,none,0.000,,Auschwitz.,
8L8MVWM2,,none,0.000,,Primary faces,
E8JN5ASB,,none,0.000,,"Gabriel Gárcia Márquez, Chronicle of a death foretold : a typographic narrative.",
MZRDKDKZ,,none,0.000,,The font project,
DW5PRAEB,,none,0.000,,Come again,
PEAVVEJD,,none,0.000,,El arte de la aprehensión de las imágenes y el unicornio,
RP9PTXG3,,none,0.000,,EE. EE. : expediente extraordinario,
5HGCJU7Q,,none,0.000,,El paseo,
JY9Y4AXX,,none,0.000,,"Gaby y el amor : seguido por, El pobre Rodríguez",
6BBVES93,,none,0.000,,Llamado por los malos poetas ; Lo cristalino,
XPFDFL9C,,none,0.000,,Umbanda Jackson,
NVRCGSWV,,none,0.000,,Aún soltera,
ZCP4MY98,,none,0.000,,Delirios líricos,
TDI6UIIQ,,none,0.000,,Anotaciones para una cumbia,
9TN9ELNF,,none,0.000,,Seudónimos de la muerte 1973-1983,
CC3R9EQJ,NLS4GDCR,title,0.950,,Atlas of punctuation,Atlas of punctuation
KVC8CGLL,,none,0.000,,The far country,
96994UU5,,none,0.000,,Words of Chan K'in : Lacandon jungle,
PF87CGQ6,,none,0.000,,"Ksią̀zka 38e, O przemijaniu = Book 38e, Transience",
LZX5FAS5,UAG6U4BG,title,0.950,,This tends to happen.,This tends to happen.
5M4884ZK,,none,0.000,,Fears grow wings,
KDYM4HVW,,none,0.000,,Invocation to the water spirits,
G4YIB67F,9DAJEMHJ,title,0.950,,The exorcism of page thirteen,The exorcism of page thirteen
RP5H9K4J,,none,0.000,,The people's portraits of Bush.,
TP48X73P,,none,0.000,,The stars,
F3QBXGRS,,none,0.000,,Pit's letter,
IUIAF2BG,,none,0.000,,Me a mound,
K856VISY,,none,0.000,,The nameless dead,
EZHEFCGQ,,none,0.000,,The purification of fagus sylvatica var pendula,
LGHHN6E2,,none,0.000,,The new society for universal harmony,
63CLA4EH,,none,0.000,,[Prints from The classic fairy tales],
3M7S4K3S,GGXTG7D7,title,0.950,,For the voice,For the voice
GYKXT3ZU,,none,0.000,,"Pandora's book : poems by Charles Simic, Aleksandar Ristovic and Josh Hockensmith",
SGM76QTY,7WIH889K,title,0.950,,Field guide to North America and to other regions,Field guide to North America and to other regions.
EPSRTBIW,,none,0.000,,Subliminal messages,
55AYQ227,,none,0.000,,The managerial guide to beating workers into submission,
YJJPTV8A,,none,0.000,,The 24 hour self portrait.,
4KEA7MUE,,none,0.000,,[I love you].,
9JB7XNFQ,,none,0.000,,Identity.,
GE5LNEJX,,none,0.000,,Making stuff and doing things.,
8P478H9S,,none,0.000,,Limestone lives : voices from the Indiana stone belt,
GNEJCRC6,,none,0.000,,Retórica erótica,
PSIY8T9P,,none,0.000,,Buenos Aires tour,
LRRPVEM6,,none,0.000,,Wonderwater (Alice Offshore),
DBI69A84,,none,0.000,,Suite vénitienne,
ZE2MCHZ5,,none,0.000,,Telegrafías,
PR4YABJB,,none,0.000,,Narcisismo y emblema,
WZ6RKQU4,,none,0.000,,La zarza ardiendo,
7YP5CRQH,,none,0.000,,Proyecto cartele,
E26WR9FM,,none,0.000,,Pinturas en el cielo,
JJDIN7JI,,none,0.000,,"Libro no 8, 1970",
4EPKWKUP,,none,0.000,,Bully!,
P9KVEARW,,none,0.000,,Women,
MC93D5KJ,,none,0.000,,Los separadores de Minimalia,
H98IN98U,,none,0.000,,Para ver antes de ir a la cama : (tædium vitæ),
2N8GIG9N,,none,0.000,,Colección Golosina.,
5ET5C743,,none,0.000,,"Detalles, citas y tal",
IJLAIRFH,,none,0.000,,Prima del disegno = Before the drawing = Avant le dessin = Vor der Zeichnung,
RE4DDU63,,none,0.000,,Un sueño del siglo pasado,
5MR6N2EH,,none,0.000,,Ship wreck : the Peter Iredale,
26L6AHPZ,,none,0.000,,Ocean dunes,
IP2W3DR3,,none,0.000,,Winter elk,
8R3DYXT7,,none,0.000,,Winter white.,
F5SAHEJG,,none,0.000,,Seres acotados,
WHXWVCZV,,none,0.000,,El libro del fin del mundo,
E4K7PL4T,RJ32JH2D,fuzzy,0.860,yes,Artists' book,Artists books
N45ZMXU8,,none,0.000,,Máximas mínimas para la supervivencia de los argentinos,
6GPCQB8Z,,none,0.000,,Flying : practical training for beginners,
G6D5X2ZX,,none,0.000,,"Une méthodologie de la nouvelle-écriture Africaine ""bété""",
XVHLYVHD,,none,0.000,,Fer : una fábula encendida y atolandrada.,
BBS6NWT3,MZST6UEM,title,0.950,,War cut,War cut
KDU6G368,,none,0.000,,Stupa : construit et non construit = Stupa : built and unbuilt,
8EMCZ4RX,,none,0.000,,The Happersett accordion.,
ZR3EVKZK,,none,0.000,,The Tower of the Winds.,
88QIC9RV,,none,0.000,,Love poems,
2ZYFFYXC,,none,0.000,,"Read (past, tense).",
Q9FZABYB,,none,0.000,,Zelda reflects.,
2729CLEN,,none,0.000,,Borges and I.,
FTL9XKQT,,none,0.000,,Jak połą czyć dwa różne swiato-słowa w naszym życiu nomadycznym = How to connect two different wor(l)ds in our nomadic life,
ER97V5RV,,none,0.000,,Waste not/what not catalog : new paradigm products,
I6DX8GRX,,none,0.000,,Mutually exclusive,
SBH8W73W,DRXZALEB,title,0.950,,Turn over darling--,Turn over darling--
RYSYVYCZ,,none,0.000,,Carpe diem : kalendarz na 366 dni = calendar for 366 days,
KZE6K2MC,,none,0.000,,[Square]²,
4M2KKB9X,,none,0.000,,Binding analysis : double bind,
Y6WZB32L,,none,0.000,,Love re-turned,
428DSIX4,,none,0.000,,Saturday afternoons,
DFWYZM67,,none,0.000,,Will happiness find me?,
QXFPEGLD,,none,0.000,,Transgression,
7BDVQGI4,,none,0.000,,Nets,
3B5FYHRQ,,none,0.000,,En el último sendero el iniciado piensa,
V9XTTKYM,7FR428K6,title,0.950,,Well-heeled,Well-heeled
SBM74M3S,,none,0.000,,Ed Ruscha : photographs.,
A92FKJZ9,,none,0.000,,Inside world.,
XP8Q896Z,,none,0.000,,American English,
6I9LT2TJ,E62R9QS4,title,0.950,,Remembrance.,Remembrance
A2ADQCVL,,none,0.000,,Friendly cannibals,
R2V4AMGF,IW67WSIE,title,0.950,,Quercus psalter.,Quercus psalter.
QJXCBLUI,,none,0.000,,Worldwise,
ML555VRY,,none,0.000,,Action figures in action,
HM6IY3MU,,none,0.000,,Mémoire d'un voyage en Oceánie,
48DNBAW7,,none,0.000,,Long story short : home is where the heart is,
CIMEKKTL,,none,0.000,,How Havana stole from New York the idea of Cuban art,
EDTISABI,,none,0.000,,"""Swans, the ice,"" she said",
7FGBV8T8,,none,0.000,,Turning leaves of mind,
W8GSJ37L,,none,0.000,,Jerk,
VDN9LQ7I,,none,0.000,,A hundred years of: LEX FLEX,
ADFY3ARQ,,none,0.000,,Inside a box,
SJWFU36R,,none,0.000,,Romanov,
RY9QCRNN,,none,0.000,,Flying : practical training for intermediates : (Notes 1997-2002),
PCWAH9NG,,none,0.000,,"Scott Joplin, Maple leaf rag",
2D9PRTRQ,,none,0.000,,Serif im,
GUKASHW9,,none,0.000,,Hidden agenda,
GJRIRZ9V,,none,0.000,,My mother's coming to town.,
QFHMVHPM,2LGSRZH3,title,0.950,,Dead man's trail,Dead man's trail
US4EHVZK,,none,0.000,,Dr. Ameisenhaufen's fauna,
2HABKQQC,,none,0.000,,"The theater of nature, or, Curiosity filled the cabinet",
MI3QFGWR,W48KLTKW,title,0.950,,Space + time,Space + time
Z8ZH556B,,none,0.000,,No trespassing,
9E2CG279,,none,0.000,,Visitation,
7K66YPEV,,none,0.000,,Inner sanctuary,
2ZJ2VT8P,,none,0.000,,The tornado treaty,
954NJ5IW,,none,0.000,,Poems by Richard C.,
FCKXLRQB,,none,0.000,,The day of the rope,
LFEUG4K4,,none,0.000,,An intrusion : (self-applied),
AZDKU53Z,,none,0.000,,Per-sist-ent ster-e-o-types,
ITFVWI5E,ML7SNJPZ,title,0.950,,Boundless,Boundless
SGNN5HLY,,none,0.000,,Oostamera,
SQDPPBXK,GURAG9JG,title,0.950,,(Ho + go)² = it,(Ho + go)² = it
6YLIU6BG,,none,0.000,,Scratch,
29L4MT3D,,none,0.000,,Insomnia.,
URK5NWYJ,WDBVDSH6,title,0.950,,Parallax,Parallax
P3MLSDWI,,none,0.000,,V.,
7J8ECK32,,none,0.000,,"The Pigs : Portugal, Italy, Greece and Spain through the eyes of the economists = Portugal, Italia, Grecia y España vistas por los economistas",
JTVT9FA6,,none,0.000,,2013,
MFS2JKMD,,none,0.000,,Broken streets of my city = Las calles rotas de mi ciudad,
S72T3HKR,,none,0.000,,Paisajes históricos urbanos de la ciudad de Matanzas,
UKQCWQW5,,none,0.000,,De la memoria : glosa para Eliseo Diego,
6AHEL62E,,none,0.000,,El partido de José Marti,
JVUVYSKG,,none,0.000,,Bajo el cielo de Dublín,
IS69FLWZ,,none,0.000,,Opus ciudad,
W36HVEQV,,none,0.000,,Doctor Mister Miracles's guide to miracle-making : a manual (abridged).,
G47YQHRP,,none,0.000,,"Era hombre, era mito, era bestia = Man, myth, beast",
U4MTWLWY,,none,0.000,,Lindbergh,
9U43YTJ3,,none,0.000,,Equilibristas,
SWUH8WI3,,none,0.000,,Todo es aluvión,
NRILB8GZ,,none,0.000,,"Como nieve en Sevilla, o, Sobre la depresión del 10",
CXEJNSBP,,none,0.000,,True stories,
T22PU7LS,,none,0.000,,Asul,
TUTWFGRR,,none,0.000,,Peluquería,
TNXPPZZV,,none,0.000,,Ruta 23,
WHMM4CXE,,none,0.000,,Amigos y objetos preferidos,
HCH92UQQ,,none,0.000,,No quería caer en el ridículo por eso me tiré antes,
6F99BERE,,none,0.000,,Velvet,
LYIRKDR3,,none,0.000,,Verano 13,
G7C6CQX5,,none,0.000,,"Ghosts / Sophie Calle ; translation: Sophie Calle, Charles Penwarden.",
R225VLV5,,none,0.000,,Cuadernos y márgenes = Notebooks and margins,
PUXWPPDT,,none,0.000,,"Creaciones artísticas, S.A.",
T4Q8JGT8,,none,0.000,,530 : sá veldur sem á heldur,
H5YAKUC8,,none,0.000,,Siempre te amaré,
TTB3LDMC,,none,0.000,,7 grabados mexicanos,
5NPQWAED,,none,0.000,,Poema mexicano,
WI96UCDP,QSX9EBUN,title,0.950,,Cat's cradle,Cat's cradle
JPCRGULS,GPHLTR7V,title,0.950,,Old man and sea,Old man and sea
EYRZQ8NE,,none,0.000,,Beautiful pig.,
DSAURF45,,none,0.000,,Artist's book ideation cards.,
JAZK2D9Z,,none,0.000,,A real fighting man,
WYDD76TM,,none,0.000,,11.21.11 5:40 p.m.,
8F4C58S7,,none,0.000,,Olafur Eliasson : never tired of looking at each other : only the mountain and I.,
U53EUILD,,none,0.000,,Call ampersand response,
AB8S7JWN,,none,0.000,,The canaries,
EACLZVKJ,,none,0.000,,Spam,
885A8TBX,,none,0.000,,No man's land,
CJB8FZKV,,none,0.000,,No man's land,
IJ9GZ7UB,,none,0.000,,El hombre polar regresa a Stuttgart,
DNWLMB92,,none,0.000,,The terrorist's handbook,
TCVQ5NI3,,none,0.000,,Now I am lost,
ULW85NPN,,none,0.000,,Diccionario para road movie = Dictionary for road movie,
NHBU9AFB,,none,0.000,,Quatre mains,
ALB9FTPR,J6YJWAQZ,title,0.950,,Various fires : and four running boys,Various fires : and four running boys
WJ4H4FVJ,XHDIB9RD,title,0.950,,Twentysix gasoline stations,Twentysix gasoline stations
YAE9E8JN,,none,0.000,,"How the West was won, Copyright applied for",
FXH3MFZ4,,none,0.000,,Cédula de Identidad Venezolana,
4EKGZRAP,,none,0.000,,Nine nameless mountains,
4YEPSFHZ,,none,0.000,,El Palentino,
T3HMA3Y3,,none,0.000,,Lone wolf,
2IIG9R9G,,none,0.000,,Noray,
JIZSP3WW,,none,0.000,,Las Meninas,
DERSRJXG,,none,0.000,,On democracy,
BWD5RPQA,,none,0.000,,Mystic places,
XSVTEUMY,,none,0.000,,Palpung Parkhang ; Kandze Village bodhisattva ; Dzogchen village home,
7IYF93BL,,none,0.000,,The dry salvages,
PD9US4S4,,none,0.000,,Finite sets,
ADTW9HSF,,none,0.000,,Details magazine,
JZH7NAVM,,none,0.000,,El desplazamiento,
DJVN4D8K,,none,0.000,,La repercusión de la línea en el espacio,
VGUG34G9,,none,0.000,,El gallo de oro,
8Z5XF7GC,,none,0.000,,Caja registradora,
YEI2QT4E,,none,0.000,,Once:once,
HS6P2TL5,,none,0.000,,Cosas de viaje,
6ESQRWJV,,none,0.000,,Prehensil,
ZM4VDNLP,,none,0.000,,Surf book #3 : a visual poem,
C3H98RJT,,none,0.000,,עמידה. / Amidah.,
TX24DZ7I,,none,0.000,,Speaking of scars,
XGPQU7KI,,none,0.000,,Por Verónica Flores.,
QTPVI59N,,none,0.000,,Throwtolion : recopilación de imágenes,
KIVV4JZW,,none,0.000,,Beata risográfica,
QKRANKIT,,none,0.000,,Papalote,
HEHJUHND,,none,0.000,,"Espacio, cuerpo y materia",
VJUAH3JS,,none,0.000,,Privacidad.,
CHRACB46,,none,0.000,,Libro de anatomía,
XHVENAJT,,none,0.000,,Microslides = Muestrarios : caja con papelitos para pájaros.,
XLU2WEKP,,none,0.000,,Blanco,
WRU955J4,,none,0.000,,Matacho,
NS8279DS,,none,0.000,,Pasaporte,
SPQ2RDCP,,none,0.000,,Pío : un historia de = a story by = eine Geschichte von,
5DQ54GNV,,none,0.000,,Beutel Frau = Bolsa de dama,
RIJ6A5Y2,,none,0.000,,Soñar tu insomnio: (Caja de costura),
QHXKA7QC,,none,0.000,,Equipaje de mano,
SVT8GK4B,,none,0.000,,Un cuento de hadas,
XEL9V72U,,none,0.000,,The loneliest man in Missouri.,
T57ZDULI,,none,0.000,,Martin Soto Climent : the equation of desire.,
A3TVILPJ,,none,0.000,,"Raleigh, North Carolina hip hop",
779SMV8U,,none,0.000,,NEWS,
6IPP9TGV,,none,0.000,,Los Alamos revisited,
9B5TRN9K,,none,0.000,,Care libro,
THIN77YE,,none,0.000,,Got a minute?,
4U68C3D8,,none,0.000,,Cantares de mal de amores,
9DRPKMDL,,none,0.000,,La flor del cactus,
59KI7EBB,,none,0.000,,Todo lo que en silencio es lenguaje,
XT3TVZK2,,none,0.000,,The meadow,
ZUCHITL8,,none,0.000,,Tomorrow's man,
3M6P242S,,none,0.000,,Suite vénitienne,
PN8XVZPJ,,none,0.000,,La triste lista : apunte informativo.,
YDFD9PFY,,none,0.000,,La danza de los cuerpos,
2JYUVMH2,,none,0.000,,Ariadna y las arañas bunjee,
2XCLNJHS,,none,0.000,,Melancolía,
XYI9YC2E,,none,0.000,,Fábula del pollo : entendiendo la injusticia.,
BLFR7GJV,,none,0.000,,Stereobook,
7265FF89,,none,0.000,,"Karl Gerstner, color sound 15 : extra version",
D6JVHVEU,,none,0.000,,El viento aún no soplaba.,
SXD4B49D,,none,0.000,,Workers Library,
MA9INPTR,,none,0.000,,"Exhibition of paintings : 2nd Johannesburg Biennale, Johannesburg Art Gallery, 1997",
R9JKNNTF,,none,0.000,,Columbart manifesto = Kolumbart manifest,
H2WKQPEC,,none,0.000,,Portrait of Stalin on the one hundredth anniversary of his birth,
A5KQ5AWI,,none,0.000,,Top secret art : catalogue #25 tank,
JJ89FVXX,,none,0.000,,El gran salto,
PEZCBAXL,,none,0.000,,"Yo, mi desconocida",
ZKRPUPYF,,none,0.000,,Los ciclos de nadie : antología personal,
TXTGKXWI,,none,0.000,,La llorona,
WAG5YMVB,,none,0.000,,Cuchillos en el aire = Knives in the air,
4KC653VI,,none,0.000,,Body art : (para otras lecturas del cuerpo),
QB2D8NBC,,none,0.000,,Con duro polvo de óleo,
KZX8VCMS,,none,0.000,,Eternidad,
FGRUGE47,,none,0.000,,Las silabas del agua = The syllables of water,
J33A3J84,,none,0.000,,Lydia Cabrera en su laguna sagrada,
995P6QUW,,none,0.000,,Dos poetas judíos = two poets,
IWRB82F7,,none,0.000,,Canción de redención,
BL68LT7T,,none,0.000,,Soy una histérica,
M7RMZLZB,,none,0.000,,Inappropriate repetitions,
P7YABPLP,,none,0.000,,I do not want to disappear silently into the night,
ZW5QLLA7,,none,0.000,,Here comes kitty : a comic opera,
ASFMZ2DQ,,none,0.000,,Tomorrow's man 2,
3HXRSQYY,,none,0.000,,Versus,
AS9A8WPX,,none,0.000,,Versus,
G86DKCWU,,none,0.000,,Calavera,
4PV2MFMU,,none,0.000,,A penny for your thoughts = Dime lo que piensas,
R3M2HHTY,,none,0.000,,AntiDoctos : concentrados de sabiduría popular.,
DIYUMX8C,,none,0.000,,Hyenas of the battlefield : machines in the garden,
4FFBUX6B,,none,0.000,,Recordar el camino,
DC6A375B,,none,0.000,,Your land/my land : election '12,
2N4EKVGN,,none,0.000,,Shirana Shahbazi : monstera,
C6W4ITFU,,none,0.000,,Guaton Loyola vs. the world,
